partner_id,partner_name,zone,vehicle_type,avg_rating,total_deliveries,status,experience_months,lat,lng
DP_01431,Raj Das,Yelahanka,bike,4.9,5942,inactive,32,12.996776,77.545894
DP_01432,Pradeep Singh,Electronic City,ev_scooter,4.5,1060,active,48,13.029506,77.611731
DP_01433,Rahul Naik,Whitefield,scooter,4.4,3855,on_break,30,12.941591,77.523573
DP_01434,Naveen Sharma,JP Nagar,bike,4.4,5273,on_break,47,12.920782,77.674926
DP_01435,Manoj Kumar,Marathahalli,scooter,3.8,3518,active,2,12.98256,77.602009
DP_01436,Raj Yadav,Malleshwaram,bike,3.7,6956,on_break,15,12.929848,77.698731
DP_01437,Rahul Verma,Basavanagudi,bicycle,3.8,6924,active,6,12.900639,77.572418
DP_01438,Naveen Gowda,BTM Layout,bike,4.2,2819,on_break,25,12.986087,77.654298
DP_01439,Suresh Kumar,Malleshwaram,scooter,4.6,2542,active,6,12.922581,77.608616
DP_01440,Suresh Das,Jayanagar,bicycle,4.1,7844,active,46,12.972329,77.615638
DP_01441,Pradeep Das,BTM Layout,ev_scooter,3.6,7659,active,32,13.004889,77.538449
DP_01442,Manoj Verma,Malleshwaram,ev_scooter,4.9,7367,active,5,12.919435,77.682015
DP_01443,Ravi Gowda,Rajajinagar,bike,4.9,2125,active,15,13.014115,77.626239
DP_01444,Pradeep Sharma,MG Road,scooter,4.2,4626,active,36,12.968032,77.666546
DP_01445,Arun Naik,Bellandur,bike,3.5,2342,active,21,13.041261,77.631211
DP_01446,Raj Patil,MG Road,scooter,4.8,5285,inactive,16,12.906691,77.54516
DP_01447,Deepak Naik,Yelahanka,ev_scooter,4.0,6234,on_break,17,13.049182,77.568057
DP_01448,Vikram Verma,Koramangala,bicycle,4.8,7085,active,20,13.005136,77.696644
DP_01449,Sanjay Singh,Jayanagar,bike,5.0,3220,active,22,13.026769,77.53244
DP_01450,Arun Das,Indiranagar,bicycle,4.7,5932,on_break,31,12.962033,77.523473
DP_01451,Ravi Patil,Whitefield,ev_scooter,4.1,7268,active,19,13.001042,77.570219
DP_01452,Arun Reddy,JP Nagar,ev_scooter,3.7,3223,active,14,12.944406,77.567571
DP_01453,Raj Sharma,Koramangala,bike,4.4,2162,on_break,25,12.979264,77.569775
DP_01454,Ravi Naik,Hebbal,ev_scooter,4.6,6021,active,42,13.007674,77.581545
DP_01455,Karthik Reddy,Jayanagar,ev_scooter,4.7,3952,active,29,13.032473,77.678074
DP_01456,Deepak Gowda,Bellandur,ev_scooter,3.6,5409,active,37,13.033962,77.581254
DP_01457,Rahul Patil,Rajajinagar,ev_scooter,4.4,7253,inactive,29,12.910464,77.657065
DP_01458,Arun Sharma,Indiranagar,bicycle,3.7,4587,active,12,12.928115,77.658595
DP_01459,Karthik Reddy,Hebbal,bicycle,3.8,1949,active,16,12.907783,77.52862
DP_01460,Deepak Sharma,Brigade Road,bicycle,3.9,234,inactive,46,13.03344,77.666904
DP_01461,Deepak Yadav,Rajajinagar,scooter,4.5,68,active,23,12.998155,77.538146
DP_01462,Karthik Naik,Bellandur,bicycle,4.7,4955,active,9,12.975877,77.548488
DP_01463,Ravi Naik,Indiranagar,bicycle,3.9,7306,on_break,22,12.94309,77.595775
DP_01464,Rahul Singh,JP Nagar,bike,4.9,5225,inactive,34,13.017495,77.551185
DP_01465,Pradeep Yadav,Malleshwaram,scooter,4.3,102,active,29,12.96153,77.698672
DP_01466,Pradeep Gowda,Electronic City,bike,4.2,7092,on_break,28,12.982597,77.627508
DP_01467,Karthik Naik,Bellandur,bike,4.5,394,active,38,13.042643,77.533757
DP_01468,Naveen Singh,BTM Layout,ev_scooter,3.6,7417,active,46,13.035535,77.612037
DP_01469,Naveen Sharma,Hebbal,scooter,4.3,3916,active,31,12.923922,77.67711
DP_01470,Rahul Singh,Sarjapur Road,bicycle,4.7,6649,active,24,13.019581,77.534736
DP_01471,Arun Das,Whitefield,ev_scooter,4.0,990,active,16,12.929205,77.53655
DP_01472,Karthik Kumar,Basavanagudi,ev_scooter,3.5,2705,active,3,12.92682,77.597534
DP_01473,Ganesh Singh,JP Nagar,scooter,4.9,1255,active,47,13.005496,77.650429
DP_01474,Mohan Patil,HSR Layout,bicycle,3.9,7808,active,26,12.941314,77.599658
DP_01475,Ganesh Singh,Electronic City,bike,4.8,2254,active,9,13.031167,77.563908
DP_01476,Raj Singh,Koramangala,bicycle,3.8,5628,active,29,12.937929,77.534162
DP_01477,Rahul Naik,Indiranagar,bike,4.2,7492,inactive,19,13.010242,77.686401
DP_01478,Rahul Kumar,Jayanagar,bicycle,4.3,4092,active,16,13.003319,77.543233
DP_01479,Mohan Kumar,Basavanagudi,ev_scooter,3.6,770,on_break,22,12.966815,77.618884
DP_01480,Amit Naik,BTM Layout,ev_scooter,3.6,6124,active,22,12.975025,77.519945
DP_01481,Ravi Singh,Bellandur,bicycle,3.6,925,active,32,12.991396,77.669405
DP_01482,Ganesh Reddy,Sarjapur Road,bike,4.4,2920,active,9,12.906933,77.669677
DP_01483,Karthik Gowda,Electronic City,scooter,3.9,5825,active,37,12.967494,77.50075
DP_01484,Deepak Sharma,Yelahanka,ev_scooter,4.4,4191,active,7,12.951551,77.692933
DP_01485,Naveen Gowda,Malleshwaram,bike,3.6,6950,active,39,12.996889,77.516656
DP_01486,Amit Kumar,Brigade Road,ev_scooter,4.0,7720,active,45,13.028882,77.698984
DP_01487,Naveen Reddy,Banashankari,bicycle,4.3,3881,on_break,38,12.961807,77.577096
DP_01488,Deepak Singh,Malleshwaram,scooter,4.5,1506,active,37,13.04287,77.693569
DP_01489,Mohan Patil,Sarjapur Road,scooter,4.6,5340,active,30,12.972002,77.676374
DP_01490,Vikram Sharma,Yelahanka,bicycle,3.8,7286,active,20,12.993395,77.592488
DP_01491,Amit Das,Sarjapur Road,ev_scooter,4.0,953,active,26,13.012903,77.670282
DP_01492,Naveen Verma,BTM Layout,bike,4.8,5074,on_break,4,13.014435,77.545279
DP_01493,Ganesh Kumar,Basavanagudi,bicycle,3.7,3907,active,27,13.044151,77.625297
DP_01494,Deepak Yadav,Indiranagar,bike,4.4,3482,active,31,12.934208,77.58304
DP_01495,Naveen Reddy,Banashankari,ev_scooter,4.1,6433,on_break,9,12.918884,77.55234
DP_01496,Naveen Kumar,Electronic City,scooter,4.1,4961,active,39,13.014071,77.643566
DP_01497,Naveen Kumar,Yelahanka,bike,4.5,1264,active,7,13.041633,77.52273
DP_01498,Amit Reddy,Bellandur,ev_scooter,4.0,589,active,22,12.963166,77.693932
DP_01499,Naveen Kumar,Koramangala,bike,4.3,1081,on_break,15,12.932614,77.565992
DP_01500,Mohan Yadav,Bommanahalli,ev_scooter,4.7,1390,active,35,12.995606,77.666813
DP_01501,Deepak Naik,JP Nagar,ev_scooter,4.9,3992,inactive,6,13.047441,77.549839
DP_01502,Ravi Reddy,Brigade Road,scooter,4.1,7527,active,20,12.969746,77.655874
DP_01503,Pradeep Kumar,Rajajinagar,bike,4.6,1223,active,2,12.986197,77.640634
DP_01504,Manoj Yadav,Indiranagar,ev_scooter,4.1,7133,on_break,20,12.945166,77.590322
DP_01505,Rahul Gowda,Sarjapur Road,bicycle,3.9,7736,active,19,12.926405,77.549717
DP_01506,Deepak Patil,Rajajinagar,scooter,4.6,6193,active,28,12.966431,77.572737
DP_01507,Deepak Sharma,Yelahanka,scooter,4.0,1943,active,26,12.988122,77.555435
DP_01508,Mohan Das,Jayanagar,scooter,4.7,5693,active,33,12.970321,77.638783
DP_01509,Arun Sharma,JP Nagar,scooter,4.7,6816,active,15,12.936941,77.686851
DP_01510,Vikram Gowda,BTM Layout,scooter,4.4,6917,active,4,12.927118,77.546001
DP_01511,Suresh Reddy,Banashankari,scooter,3.9,3946,on_break,2,12.995031,77.607747
DP_01512,Mohan Patil,Jayanagar,scooter,3.6,1935,active,21,13.037378,77.579952
DP_01513,Rahul Reddy,Electronic City,bicycle,3.6,282,active,6,12.954846,77.571299
DP_01514,Sanjay Patil,Basavanagudi,bike,4.7,7881,on_break,41,13.04965,77.510465
DP_01515,Amit Yadav,Electronic City,bicycle,4.1,633,active,40,12.92344,77.662602
DP_01516,Amit Gowda,HSR Layout,scooter,4.3,6707,active,32,13.015604,77.515074
DP_01517,Sanjay Sharma,HSR Layout,bicycle,4.9,2911,inactive,15,13.009384,77.562012
DP_01518,Naveen Singh,Yelahanka,ev_scooter,3.7,5718,active,21,12.953691,77.689879
DP_01519,Manoj Sharma,Rajajinagar,scooter,4.9,5225,active,18,12.961437,77.50349
DP_01520,Suresh Naik,Hebbal,scooter,4.8,659,active,35,12.99857,77.678355
DP_01521,Rahul Gowda,Hebbal,scooter,3.5,6432,active,28,13.040932,77.562532
DP_01522,Amit Kumar,Banashankari,bicycle,4.4,5452,active,23,13.000147,77.584005
DP_01523,Arun Singh,Bellandur,bicycle,3.8,1817,active,28,12.903597,77.686654
DP_01524,Mohan Das,Indiranagar,bike,3.7,694,on_break,27,13.00991,77.669916
DP_01525,Deepak Reddy,Jayanagar,ev_scooter,4.7,4346,active,7,12.980692,77.541425
DP_01526,Raj Naik,Yelahanka,bike,4.1,2041,active,8,12.961145,77.601651
DP_01527,Mohan Gowda,Basavanagudi,bike,4.3,5661,active,27,13.039645,77.509149
DP_01528,Ganesh Kumar,Malleshwaram,ev_scooter,4.0,3328,inactive,35,13.0138,77.576039
DP_01529,Karthik Kumar,Marathahalli,bike,4.2,1328,inactive,11,13.023618,77.6448
DP_01530,Suresh Yadav,Basavanagudi,ev_scooter,3.7,1632,active,23,12.962996,77.503549
DP_01531,Rahul Kumar,Bommanahalli,scooter,3.6,3329,active,34,13.014035,77.616798
DP_01532,Pradeep Singh,MG Road,bicycle,4.0,2376,active,14,12.961748,77.67834
DP_01533,Manoj Patil,Yelahanka,bicycle,4.3,7781,active,34,12.977265,77.583571
DP_01534,Suresh Verma,Malleshwaram,bicycle,4.6,7367,active,28,12.945648,77.586221
DP_01535,Ganesh Das,Malleshwaram,bicycle,4.7,1747,on_break,16,13.038919,77.517881
DP_01536,Naveen Patil,Indiranagar,scooter,4.4,1250,active,3,12.920205,77.605851
DP_01537,Manoj Gowda,Malleshwaram,scooter,3.9,3897,inactive,31,13.01919,77.503686
DP_01538,Suresh Naik,Jayanagar,ev_scooter,4.5,3990,active,11,13.025947,77.521546
DP_01539,Karthik Patil,Banashankari,scooter,3.5,897,active,43,12.908637,77.690787
DP_01540,Pradeep Gowda,Banashankari,bike,4.5,2852,active,3,12.976092,77.648875
DP_01541,Ganesh Das,Indiranagar,scooter,4.4,4113,active,30,12.935535,77.602
DP_01542,Vikram Naik,Electronic City,bike,4.1,158,active,19,12.93731,77.543952
DP_01543,Ravi Kumar,Indiranagar,bike,3.9,2613,active,20,12.992769,77.545205
DP_01544,Arun Yadav,Koramangala,bike,4.2,4704,active,42,12.961916,77.698074
DP_01545,Raj Naik,Hebbal,scooter,4.3,4117,active,23,12.914966,77.621127
DP_01546,Amit Reddy,Rajajinagar,bicycle,3.7,6423,active,26,12.908353,77.533187
DP_01547,Ravi Reddy,BTM Layout,scooter,4.8,2400,active,25,13.011534,77.590322
DP_01548,Amit Gowda,Whitefield,bike,4.5,4298,active,3,13.02391,77.520458
DP_01549,Sanjay Reddy,Bommanahalli,bike,4.0,3431,active,3,13.006446,77.660208
DP_01550,Rahul Das,Marathahalli,scooter,4.2,4582,active,18,12.972887,77.622842
DP_01551,Karthik Naik,MG Road,scooter,4.1,2723,active,26,12.991725,77.665826
DP_01552,Vikram Yadav,Banashankari,scooter,3.5,1361,inactive,17,13.004112,77.529835
DP_01553,Karthik Naik,Basavanagudi,scooter,4.6,2051,on_break,16,12.969304,77.560041
DP_01554,Rahul Singh,Indiranagar,bike,4.9,308,active,25,13.001856,77.62626
DP_01555,Naveen Yadav,Whitefield,bike,4.4,2086,active,27,12.90096,77.517054
DP_01556,Arun Singh,Yelahanka,bike,4.7,6723,active,40,12.918779,77.563066
DP_01557,Ganesh Das,Rajajinagar,scooter,4.8,5999,active,36,12.982832,77.655413
DP_01558,Suresh Kumar,Banashankari,scooter,3.9,2351,active,5,12.97735,77.522173
DP_01559,Ganesh Singh,Basavanagudi,bicycle,3.5,2850,on_break,45,13.005581,77.531314
DP_01560,Arun Das,Whitefield,bike,4.0,3739,active,24,12.962111,77.614505
DP_01561,Raj Kumar,Yelahanka,ev_scooter,4.2,2474,active,33,12.968816,77.542536
DP_01562,Rahul Singh,Koramangala,bicycle,4.7,2947,inactive,25,12.940765,77.59476
DP_01563,Arun Gowda,Electronic City,ev_scooter,4.4,6526,active,47,12.940159,77.544497
DP_01564,Vikram Yadav,Bellandur,ev_scooter,3.5,7771,active,39,12.915981,77.545752
DP_01565,Vikram Singh,Brigade Road,scooter,4.7,3363,on_break,5,12.900646,77.577062
DP_01566,Amit Naik,BTM Layout,ev_scooter,4.0,7752,active,42,12.983478,77.569537
DP_01567,Rahul Singh,Rajajinagar,bike,3.6,4423,active,42,12.949843,77.581401
DP_01568,Amit Gowda,Whitefield,scooter,4.1,3232,on_break,2,12.909215,77.588162
DP_01569,Manoj Patil,Bommanahalli,bicycle,4.8,3151,inactive,41,12.987582,77.603765
DP_01570,Karthik Yadav,Yelahanka,bike,4.2,7407,active,26,13.021219,77.505071
DP_01571,Naveen Patil,Indiranagar,ev_scooter,3.5,638,active,15,12.998076,77.56264
DP_01572,Deepak Sharma,Banashankari,scooter,4.7,7703,active,34,12.91549,77.686315
DP_01573,Arun Singh,HSR Layout,ev_scooter,4.7,349,active,2,12.925533,77.518565
DP_01574,Vikram Singh,Banashankari,bicycle,4.0,4898,active,18,12.934117,77.546659
DP_01575,Vikram Das,Bommanahalli,ev_scooter,5.0,7632,active,11,12.934322,77.697128
DP_01576,Raj Kumar,Sarjapur Road,scooter,4.6,3000,active,1,13.031465,77.651426
DP_01577,Deepak Das,Banashankari,scooter,4.1,3361,on_break,14,13.007901,77.643527
DP_01578,Arun Patil,Brigade Road,scooter,3.7,3772,active,37,13.030358,77.65267
DP_01579,Vikram Verma,Electronic City,ev_scooter,4.6,1297,on_break,13,13.018917,77.662357
DP_01580,Sanjay Verma,Malleshwaram,ev_scooter,4.8,7994,active,40,12.923015,77.595832
DP_01581,Karthik Patil,Rajajinagar,bike,3.9,690,on_break,16,12.941022,77.540152
DP_01582,Naveen Patil,Whitefield,ev_scooter,4.2,323,active,24,12.954576,77.628217
DP_01583,Sanjay Sharma,Sarjapur Road,bicycle,4.2,1076,active,46,12.918215,77.527249
DP_01584,Manoj Das,Koramangala,scooter,4.9,3089,inactive,26,12.945339,77.541725
DP_01585,Karthik Das,MG Road,ev_scooter,3.5,7739,active,41,12.996883,77.572124
DP_01586,Sanjay Sharma,Koramangala,scooter,3.9,1133,active,7,13.008645,77.697113
DP_01587,Mohan Das,Rajajinagar,scooter,4.0,1083,active,42,12.908214,77.504771
DP_01588,Manoj Kumar,Marathahalli,bike,3.6,707,inactive,8,13.000083,77.649969
DP_01589,Sanjay Gowda,HSR Layout,ev_scooter,3.6,626,on_break,30,12.928879,77.551585
DP_01590,Raj Das,Yelahanka,bike,3.7,768,on_break,1,12.907032,77.647973
DP_01591,Amit Sharma,Bommanahalli,bicycle,4.5,3125,on_break,40,12.907685,77.63608
DP_01592,Sanjay Naik,Basavanagudi,ev_scooter,3.7,5570,on_break,5,12.909204,77.633062
DP_01593,Suresh Patil,Bommanahalli,ev_scooter,4.9,2057,active,27,13.028412,77.687738
DP_01594,Mohan Naik,JP Nagar,bike,4.4,1085,on_break,34,12.982043,77.675757
DP_01595,Manoj Sharma,Koramangala,bike,4.3,3307,on_break,8,12.972104,77.512626
DP_01596,Sanjay Kumar,BTM Layout,scooter,3.8,2194,inactive,45,12.994169,77.62151
DP_01597,Karthik Sharma,Hebbal,bicycle,4.9,5042,active,27,13.027143,77.586909
DP_01598,Sanjay Sharma,Koramangala,scooter,3.8,4780,active,46,12.985735,77.545623
DP_01599,Pradeep Reddy,Marathahalli,scooter,4.8,5252,on_break,30,13.036726,77.534961
DP_01600,Rahul Patil,Brigade Road,bicycle,4.4,5166,active,11,13.040442,77.562604
DP_01601,Manoj Yadav,Brigade Road,bicycle,4.0,4311,active,16,13.020215,77.649399
DP_01602,Raj Verma,Hebbal,ev_scooter,4.3,7194,on_break,8,12.911158,77.656631
DP_01603,Rahul Kumar,BTM Layout,ev_scooter,3.9,5006,inactive,2,12.948071,77.599936
DP_01604,Sanjay Gowda,HSR Layout,bicycle,4.6,4914,active,45,12.908368,77.628062
DP_01605,Mohan Reddy,Rajajinagar,ev_scooter,4.3,7660,active,11,13.038344,77.615425
DP_01606,Ravi Yadav,Electronic City,ev_scooter,4.9,3883,active,27,12.926787,77.644896
DP_01607,Manoj Kumar,Rajajinagar,scooter,3.7,2704,active,5,12.980278,77.501343
DP_01608,Pradeep Gowda,Brigade Road,ev_scooter,4.2,1912,inactive,37,12.929335,77.666116
DP_01609,Sanjay Das,Sarjapur Road,bicycle,4.6,602,active,42,13.022419,77.550971
DP_01610,Vikram Singh,Bellandur,bike,3.6,5582,active,26,13.044476,77.59121
DP_01611,Mohan Verma,Jayanagar,ev_scooter,3.7,2959,active,42,12.969452,77.586218
DP_01612,Amit Gowda,Whitefield,bicycle,4.6,1363,active,2,13.019472,77.608608
DP_01613,Manoj Sharma,Malleshwaram,bike,4.6,4212,active,37,13.044601,77.625656
DP_01614,Amit Verma,Basavanagudi,ev_scooter,3.8,7497,on_break,11,13.019906,77.507863
DP_01615,Ganesh Verma,Sarjapur Road,scooter,3.6,5265,active,46,12.964014,77.570628
DP_01616,Karthik Gowda,Banashankari,scooter,3.8,3916,active,5,12.992577,77.668991
DP_01617,Vikram Reddy,Basavanagudi,ev_scooter,3.9,5566,active,44,13.00747,77.598011
DP_01618,Raj Sharma,Hebbal,ev_scooter,4.0,1336,active,47,12.949086,77.566403
DP_01619,Ravi Gowda,Koramangala,bike,3.5,990,active,45,12.980665,77.551187
DP_01620,Amit Naik,Electronic City,scooter,3.8,440,active,27,12.90161,77.590359
DP_01621,Rahul Gowda,Electronic City,bike,3.7,5409,active,1,13.005808,77.53808
DP_01622,Ganesh Reddy,Yelahanka,bicycle,3.8,3792,active,14,12.986147,77.696122
DP_01623,Amit Verma,MG Road,bike,4.8,966,on_break,46,12.959459,77.524794
DP_01624,Deepak Naik,Hebbal,ev_scooter,4.6,2553,active,14,13.028719,77.550848
DP_01625,Naveen Yadav,Yelahanka,bike,4.9,3241,active,26,12.939585,77.592862
DP_01626,Ganesh Verma,Koramangala,bicycle,3.9,6066,active,2,12.914978,77.645774
DP_01627,Arun Naik,Whitefield,bicycle,3.7,7794,active,45,12.925493,77.500719
DP_01628,Vikram Singh,Electronic City,bike,4.0,2653,on_break,42,12.991476,77.661211
DP_01629,Deepak Naik,Brigade Road,bike,4.6,6381,active,22,13.025469,77.64167
DP_01630,Amit Sharma,Malleshwaram,scooter,3.7,6547,on_break,4,12.948657,77.667491
DP_01631,Arun Patil,Jayanagar,bicycle,3.9,7596,active,4,13.043197,77.670167
DP_01632,Arun Naik,Banashankari,scooter,4.9,6162,on_break,13,12.989372,77.509345
DP_01633,Suresh Singh,Whitefield,bicycle,4.7,6743,active,33,13.002873,77.666965
DP_01634,Arun Verma,Bellandur,scooter,4.1,1860,active,29,12.941454,77.617512
DP_01635,Ravi Yadav,BTM Layout,bicycle,4.7,4421,on_break,33,12.901049,77.651846
DP_01636,Suresh Verma,Sarjapur Road,ev_scooter,3.6,7331,on_break,20,13.024023,77.526249
DP_01637,Naveen Sharma,Brigade Road,bicycle,4.9,2740,on_break,19,12.999113,77.572893
DP_01638,Ravi Gowda,Marathahalli,bicycle,4.3,3678,active,32,12.989938,77.696511
DP_01639,Suresh Sharma,HSR Layout,ev_scooter,5.0,6582,active,2,13.006296,77.651719
DP_01640,Manoj Reddy,Bellandur,ev_scooter,4.8,2713,inactive,44,12.915612,77.699464
DP_01641,Karthik Das,Koramangala,bicycle,5.0,4723,active,3,13.019699,77.521806
DP_01642,Ganesh Reddy,Malleshwaram,scooter,3.7,1730,active,46,12.978253,77.65537
DP_01643,Ravi Verma,Indiranagar,scooter,3.9,3594,active,5,12.919486,77.601517
DP_01644,Naveen Verma,MG Road,scooter,3.5,7592,active,25,13.035376,77.648095
DP_01645,Mohan Das,BTM Layout,ev_scooter,4.4,7097,on_break,9,12.969981,77.62668
DP_01646,Mohan Naik,JP Nagar,bike,4.9,7064,on_break,14,12.978131,77.59715
DP_01647,Naveen Verma,Basavanagudi,bicycle,4.8,1242,active,47,12.996406,77.688677
DP_01648,Karthik Naik,Brigade Road,bike,4.3,6333,active,16,13.045373,77.593482
DP_01649,Ravi Das,BTM Layout,bike,4.5,3902,active,38,12.942685,77.616478
DP_01650,Sanjay Yadav,Brigade Road,bicycle,4.0,5653,on_break,43,12.937898,77.659994
DP_01651,Suresh Kumar,Yelahanka,ev_scooter,4.1,7468,on_break,48,12.963906,77.57712
DP_01652,Vikram Sharma,JP Nagar,bicycle,4.7,6852,active,37,12.916369,77.5782
DP_01653,Rahul Gowda,Yelahanka,scooter,4.9,4274,active,41,12.995525,77.672444
DP_01654,Arun Das,Indiranagar,ev_scooter,4.0,7054,active,33,13.013449,77.684387
DP_01655,Pradeep Naik,Sarjapur Road,bike,4.1,4361,active,14,13.048647,77.635438
DP_01656,Sanjay Sharma,Sarjapur Road,bike,5.0,5392,active,44,13.02603,77.593138
DP_01657,Suresh Sharma,Rajajinagar,bicycle,4.5,5308,active,32,12.976179,77.543582
DP_01658,Amit Reddy,MG Road,scooter,3.8,5879,active,19,12.902048,77.680838
DP_01659,Deepak Das,Hebbal,bicycle,3.7,4591,active,3,13.009207,77.544842
DP_01660,Naveen Naik,Electronic City,bicycle,3.8,3806,active,45,13.000646,77.566203
DP_01661,Vikram Das,Whitefield,ev_scooter,3.7,4917,active,13,12.920948,77.525592
DP_01662,Arun Patil,Yelahanka,bike,3.9,6539,active,3,12.987774,77.642072
DP_01663,Pradeep Gowda,JP Nagar,ev_scooter,5.0,393,on_break,10,12.905512,77.582215
DP_01664,Vikram Singh,Sarjapur Road,scooter,4.1,2582,active,24,12.98454,77.659864
DP_01665,Suresh Reddy,Rajajinagar,bike,4.3,2092,on_break,39,12.913987,77.626974
DP_01666,Ganesh Kumar,Sarjapur Road,ev_scooter,4.0,3634,inactive,7,13.035919,77.533772
DP_01667,Naveen Verma,Electronic City,scooter,4.5,5229,active,25,12.944406,77.583849
DP_01668,Rahul Kumar,Malleshwaram,bicycle,4.1,2702,on_break,22,12.987095,77.510211
DP_01669,Rahul Gowda,Hebbal,ev_scooter,3.5,4133,active,35,12.990857,77.634433
DP_01670,Rahul Reddy,Jayanagar,ev_scooter,4.1,1620,active,39,12.909257,77.635675
DP_01671,Ravi Kumar,Hebbal,scooter,4.5,6806,active,37,12.956554,77.632138
DP_01672,Manoj Das,Electronic City,bike,3.8,5666,active,4,12.984635,77.574905
DP_01673,Ganesh Kumar,JP Nagar,ev_scooter,3.7,6384,active,28,12.996497,77.683202
DP_01674,Naveen Singh,Koramangala,bicycle,4.5,1464,active,14,12.987603,77.541757
DP_01675,Deepak Kumar,Banashankari,ev_scooter,4.2,3946,on_break,8,12.957359,77.645623
DP_01676,Ganesh Sharma,Basavanagudi,scooter,4.6,6750,active,48,12.995279,77.667816
DP_01677,Amit Das,Brigade Road,ev_scooter,4.7,5042,active,1,13.027515,77.544866
DP_01678,Suresh Reddy,Sarjapur Road,scooter,4.9,395,on_break,36,12.918889,77.529064
DP_01679,Ganesh Patil,BTM Layout,ev_scooter,4.6,1539,active,4,12.947333,77.624089
DP_01680,Arun Verma,JP Nagar,ev_scooter,4.7,7346,active,10,12.909321,77.538703
DP_01681,Mohan Verma,Marathahalli,bike,4.9,1421,active,37,12.983011,77.680307
DP_01682,Manoj Naik,Yelahanka,bicycle,4.3,2704,active,18,12.97366,77.502628
DP_01683,Manoj Kumar,MG Road,ev_scooter,4.8,7839,active,10,13.004216,77.551414
DP_01684,Amit Gowda,JP Nagar,ev_scooter,3.8,4556,active,17,12.970391,77.609491
DP_01685,Vikram Kumar,Basavanagudi,ev_scooter,3.5,5758,active,18,12.962486,77.59571
DP_01686,Raj Kumar,Bellandur,ev_scooter,3.6,7462,active,33,12.991,77.690699
DP_01687,Karthik Yadav,Electronic City,scooter,4.1,552,inactive,9,12.976897,77.697781
DP_01688,Ganesh Singh,Rajajinagar,ev_scooter,3.9,3634,active,22,12.929381,77.598538
DP_01689,Manoj Kumar,Bommanahalli,bicycle,4.1,5925,active,33,12.901586,77.540253
DP_01690,Manoj Yadav,Rajajinagar,ev_scooter,5.0,4778,on_break,41,12.909616,77.593242
DP_01691,Rahul Singh,Bommanahalli,scooter,4.6,2200,active,44,12.954145,77.696596
DP_01692,Suresh Naik,Yelahanka,bike,3.6,4997,active,40,12.983455,77.552338
DP_01693,Karthik Patil,Koramangala,bike,4.9,1020,active,45,12.977165,77.644786
DP_01694,Arun Singh,Rajajinagar,bicycle,3.8,3978,active,7,13.00868,77.510963
DP_01695,Ravi Yadav,Banashankari,scooter,3.8,4538,active,47,12.966395,77.575861
DP_01696,Ganesh Yadav,Electronic City,ev_scooter,3.6,489,active,5,12.913739,77.685275
DP_01697,Naveen Kumar,MG Road,bike,4.5,467,on_break,32,12.98329,77.572424
DP_01698,Ravi Gowda,Marathahalli,bike,3.7,5498,active,31,12.924521,77.65252
DP_01699,Mohan Das,BTM Layout,scooter,3.5,147,on_break,12,12.993016,77.677139
DP_01700,Naveen Das,Malleshwaram,ev_scooter,3.9,3824,active,42,12.999542,77.687414
DP_01701,Sanjay Das,BTM Layout,ev_scooter,4.0,7153,inactive,29,13.012225,77.550881
DP_01702,Pradeep Reddy,Marathahalli,ev_scooter,4.5,5624,active,48,12.938687,77.629689
DP_01703,Vikram Singh,Indiranagar,ev_scooter,3.9,2910,inactive,14,12.966121,77.50787
DP_01704,Suresh Sharma,Malleshwaram,scooter,4.2,6447,on_break,15,13.03026,77.657883
DP_01705,Mohan Das,Rajajinagar,ev_scooter,4.1,993,inactive,25,13.015068,77.50096
DP_01706,Pradeep Gowda,Bommanahalli,ev_scooter,4.7,6671,inactive,20,12.989807,77.509285
DP_01707,Karthik Yadav,Malleshwaram,ev_scooter,4.3,695,active,38,12.991841,77.603102
DP_01708,Sanjay Gowda,Jayanagar,ev_scooter,3.8,6066,active,23,12.966631,77.553107
DP_01709,Deepak Das,Koramangala,ev_scooter,3.8,2167,active,16,12.947601,77.694803
DP_01710,Suresh Singh,MG Road,bike,3.6,7937,active,45,12.977712,77.660136
DP_01711,Karthik Yadav,HSR Layout,ev_scooter,4.5,7398,active,36,13.000247,77.645379
DP_01712,Rahul Reddy,Brigade Road,bike,3.9,6822,active,8,12.975012,77.541929
DP_01713,Mohan Sharma,Bellandur,bicycle,4.5,7024,active,3,13.032712,77.529559
DP_01714,Vikram Reddy,Hebbal,bicycle,4.4,7818,active,9,12.901298,77.670312
DP_01715,Karthik Reddy,Banashankari,ev_scooter,4.9,4539,on_break,46,12.991464,77.693677
DP_01716,Arun Yadav,Banashankari,bicycle,4.2,3216,active,12,12.987581,77.687095
DP_01717,Arun Verma,Whitefield,bicycle,4.5,6557,on_break,6,12.939338,77.515705
DP_01718,Arun Gowda,Marathahalli,bike,4.7,2869,on_break,40,13.024827,77.536186
DP_01719,Sanjay Naik,Bellandur,ev_scooter,4.4,4488,active,31,12.949596,77.555756
DP_01720,Vikram Patil,Bommanahalli,bicycle,4.9,1980,active,8,13.03771,77.685241
DP_01721,Mohan Das,Electronic City,scooter,4.1,7345,on_break,45,12.949244,77.620413
DP_01722,Mohan Patil,Marathahalli,bicycle,4.5,574,on_break,38,12.931319,77.575375
